Date of Interview,Client name,Industry,Location,Position to be closed,Nature of Skillset,Interview Type,Name(Cand ID),Gender,Candidate Current Location,Candidate Job Location,Interview Venue,Candidate Native location,Have you obtained the necessary permission to start at the required time,Hope there will be no unscheduled meetings,Can I Call you three hours before the interview and follow up on your attendance for the interview,Can I have an alternative number/ desk number. I assure you that I will not trouble you too much,Have you taken a printout of your updated resume. Have you read the JD and understood the same,Are you clear with the venue details and the landmark.,Has the call letter been shared,Expected Attendance,Observed Attendance,Marital Status
22.01.2016,Standard Chartered Bank,BFSI,Chennai,Routine,"Java ,J2ee",Scheduled Walk In,Candidate 803,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
22.01.2016,Standard Chartered Bank,BFSI,Chennai,Routine,"Java ,J2ee",Scheduled Walk In,Candidate 804,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
22.01.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Java J2ee,Scheduled Walk In,Candidate 805,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
22.01.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Java J2ee,Scheduled Walk In,Candidate 806,Male,Chennai,Chennai,Chennai,Hyderabad,NA,NA,NA,NA,NA,NA,NA,Uncertain,Yes,Single
22.01.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Java J2ee,Scheduled Walk In,Candidate 807,Male,Chennai,Chennai,Chennai,Allahabad,No,Yes,Yes,Yes,Yes,Yes,Yes,Uncertain,Yes,Single
22.01.2016,Standard Chartered Bank,BFSI,chennai,Routine,Java J2ee,Scheduled Walk In,Candidate 808,Male,chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,Uncertain,No,Single
22.01.2016,Standard Chartered Bank,BFSI,chennai,Routine,Java J2ee,Scheduled Walk In,Candidate 809,Male,chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
22.01.2016,Standard Chartered Bank,BFSI,chennai,Routine,Java J2ee,Scheduled Walk In,Candidate 810,Male,chennai,Chennai,Chennai,Chennai,No,NA,NA,NA,NA,NA,NA,NO,NO,Married
22.01.2016,Standard Chartered Bank,BFSI,chennai,Routine,Java J2ee,Scheduled Walk In,Candidate 811,Male,chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
22.01.2016,Standard Chartered Bank,BFSI,chennai,Routine,Java J2ee,Scheduled Walk In,Candidate 812,Male,chennai,Chennai,Chennai,Chennai,No,NA,NA,NA,NA,NA,NA,NO,NO,Single
22.01.2016,Standard Chartered Bank,BFSI,chennai,Routine,Java J2ee,Scheduled Walk In,Candidate 813,Male,chennai,Chennai,Chennai,Allahabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
22.01.2016,Standard Chartered Bank,BFSI,chennai,Routine,Java J2ee,Scheduled Walk In,Candidate 814,Male,chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
22.01.2016,Standard Chartered Bank,BFSI,chennai,Routine,Java J2ee,Scheduled Walk In,Candidate 815,Male,chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
22.01.2016,Standard Chartered Bank,BFSI,chennai,Routine,Java J2ee,Scheduled Walk In,Candidate 816,Male,chennai,Chennai,Chennai,Tirupati,NA,NA,NA,NA,NA,NA,NA,Uncertain,No,Married
22.01.2016,Standard Chartered Bank,BFSI,chennai,Routine,11.30 AM,Scheduled Walk In,Candidate 817,Male,chennai,Chennai,Chennai,Nagercoil,NA,NA,NA,NA,NA,NA,NA,Uncertain,Yes,Single
22.01.2016,Standard Chartered Bank,BFSI,chennai,Routine,10.00 AM,Scheduled Walk In,Candidate 818,Male,chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single
22.01.2016,Standard Chartered Bank,BFSI,chennai,Routine,9.00 Am,Scheduled Walk In,Candidate 819,Female,chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Married
22.01.2016,Standard Chartered Bank,BFSI,chennai,Routine,12.30 Pm,Scheduled Walk In,Candidate 820,Male,chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,Uncertain,Yes,Single
22.01.2016,Standard Chartered Bank,BFSI,Chennai,Routine,11.30 AM,Scheduled Walk In,Candidate 821,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
22.01.2016,Standard Chartered Bank,BFSI,Chennai,Routine,9.30 AM,Scheduled Walk In,Candidate 822,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
22.01.2016,Standard Chartered Bank,BFSI,Chennai,Routine,11.30 Am,Scheduled Walk In,Candidate 823,Male,Chennai,Chennai,Chennai,Cochin,NA,NA,NA,NA,NA,NA,NA,Uncertain,yes,Single
22.01.2016,Standard Chartered Bank,BFSI,Chennai,Routine,"Java, J2Ee",Scheduled Walk In,Candidate 824,Male,Chennai,Chennai,Chennai,Hyderabad,NA,NA,NA,NA,NA,NA,NA,Uncertain,No,Married
22.01.2016,Standard Chartered Bank,BFSI,Chennai,Routine,"Java,J2EE",Scheduled Walk In,Candidate 825,Male,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,Uncertain,yes,Single
22.01.2016,Standard Chartered Bank,BFSI,Chennai,Routine,"Java,J2EE",Scheduled Walk In,Candidate 826,Male,Chennai,Chennai,Chennai,Pune,NA,NA,NA,NA,NA,NA,NA,Uncertain,No,Married
22.01.2016,Standard Chartered Bank,BFSI,Chennai,Routine,"Java,J2EE",Scheduled Walk In,Candidate 827,Male,Chennai,Chennai,Chennai,Mumbai,NA,NA,NA,NA,NA,NA,NA,Uncertain,No,Single
22.01.2016,Standard Chartered Bank,BFSI,Chennai,Routine,"Java,J2EE",Scheduled Walk In,Candidate 828,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single
22.01.2016,Standard Chartered Bank,BFSI,Chennai,Routine,"Java,J2EE",Scheduled Walk In,Candidate 829,Male,Chennai,Chennai,Chennai,Allahabad,NA,NA,NA,NA,NA,NA,NA,Uncertain,Yes,Single
22.01.2016,Standard Chartered Bank,BFSI,chennai,Routine,Java J2ee,Scheduled Walk In,Candidate 830,Male,chennai,Chennai,Chennai,Hyderabad,NA,NA,NA,NA,NA,NA,NA,Uncertain,Yes,Single
22.01.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Java Developer,Scheduled Walk In,Candidate 831,Female,Chennai,Chennai,Chennai,Chandigarh,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
22.01.2016,Standard Chartered Bank,BFSI,chennai,Routine,Java J2ee,Scheduled Walk In,Candidate 832,Male,chennai,Chennai,Chennai,Hyderabad,NA,NA,NA,NA,NA,NA,NA,Uncertain,Yes,Single
22.01.2016,Standard Chartered Bank,BFSI,chennai,Routine,Java J2ee,Scheduled Walk In,Candidate 833,Male,chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
22.01.2016,Standard Chartered Bank,BFSI,chennai,Routine,Java J2ee,Scheduled Walk In,Candidate 834,Male,chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
09.01.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Java/J2ee,Scheduled ,Candidate 849,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
09.01.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Java/J2ee,Scheduled ,Candidate 850,Male,Chennai,Chennai,Chennai,Cuttack,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
09.01.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Java/J2ee,Scheduled ,Candidate 851,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
09.01.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Java/J2ee,Scheduled ,Candidate 852,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
09.01.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Java/J2ee,Scheduled ,Candidate 853,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
09.01.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Java/J2ee,Scheduled ,Candidate 854,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
21.4.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/SPRING/HIBERNATE/JSF,Walkin ,Candidate 855,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
21.4.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/SPRING/HIBERNATE/JSF,Walkin ,Candidate 856,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
21.4.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/SPRING/HIBERNATE/JSF,Walkin ,Candidate 857,Male,Chennai,Chennai,Chennai,Chandigarh,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Married
21.4.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/SPRING/HIBERNATE/JSF,Walkin ,Candidate 858,Female,Chennai,Chennai,Chennai,Nagercoil,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Married
21.4.2016,Standard Chartered Bank,BFSI,Chennai,Routine,"Java,J2ee, JSF",Walkin ,Candidate 879,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single
21.4.2016,Standard Chartered Bank,BFSI,Chennai,Routine,"Java,J2ee, JSF",Walkin ,Candidate 880,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Married
21.4.2016,Standard Chartered Bank,BFSI,Chennai,Routine,"Java,J2ee, JSF",Walkin ,Candidate 881,Male,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,Uncertain,No,Single
30.05.2016,Aon Hewitt,IT Products and Services,Noida,Routine,"JAVA,SQL",Scheduled ,Candidate 996,Male,Noida,Noida,Noida,Delhi,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
30.05.2016,Aon Hewitt,IT Products and Services,Noida,Routine,"JAVA,SQL",Scheduled ,Candidate 997,Male,Noida,Noida,Noida,Allahabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
30.05.2016,Aon Hewitt,IT Products and Services,Noida,Routine,"JAVA,SQL",Scheduled ,Candidate 998,Male,Noida,Noida,Noida,Noida,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
30.05.2016,Aon Hewitt,IT Products and Services,Noida,Routine,"JAVA,SQL",Scheduled ,Candidate 999,Male,Noida,Noida,Noida,Noida,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
30.05.2016,Aon Hewitt,IT Products and Services,Noida,Routine,"JAVA,SQL",Scheduled ,Candidate 1000,Female,Noida,Noida,Noida,Noida,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single
30.05.2016,Aon Hewitt,IT Products and Services,Noida,Routine,"Java, SQL",Scheduled ,Candidate 1001,Female,Noida,Noida,Noida,Noida,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
30.05.2016,Aon Hewitt,IT Products and Services,Noida,Routine,"Java, SQL",Scheduled ,Candidate 1002,Male,Noida,Noida,Noida,Delhi,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
30.05.2016,Aon Hewitt,IT Products and Services,Noida,Routine,"Java, SQL",Scheduled ,Candidate 1003,Male,Noida,Noida,Noida,Noida,NA,NA,NA,NA,NA,NA,NA,Uncertain,Yes,Single
07.06.2016,Aon Hewitt,IT Products and Services,Gurgaon,Niche,Hadoop,Scheduled ,Candidate 1004,Male,Gurgaon,Gurgaon,Gurgaon,Gurgaon,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
07.06.2016,Aon Hewitt,IT Products and Services,Noida,Niche,Hadoop,Scheduled ,Candidate 1005,Female,Noida,Noida,Noida,Noida,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
07.06.2016,Aon Hewitt,IT Products and Services,Noida,Niche,Hadoop,Scheduled ,Candidate 1006,Male,Noida,Noida,Noida,Delhi,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
07.06.2016,Aon Hewitt,IT Products and Services,Noida,Niche,Hadoop,Scheduled ,Candidate 1007,Male,Noida,Noida,Noida,Noida,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
07.06.2016,Aon Hewitt,IT Products and Services,Gurgaon,Niche,Hadoop,Scheduled ,Candidate 1008,Female,Gurgaon,Gurgaon,Gurgaon,Gurgaon,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
07.06.2016,Aon Hewitt,IT Products and Services,Gurgaon,Niche,Hadoop,Scheduled ,Candidate 1009,Male,Gurgaon,Gurgaon,Gurgaon,Gurgaon,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
07.06.2016,Aon Hewitt,IT Products and Services,Noida,Niche,Hadoop,Scheduled ,Candidate 1010,Male,Noida,Noida,Noida,Noida,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
07.06.2016,Aon Hewitt,IT Products and Services,Noida,Niche,Hadoop,Scheduled ,Candidate 1011,Male,Noida,Noida,Noida,Noida,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
07.06.2016,Aon Hewitt,IT Products and Services,Noida,Niche,Hadoop,Scheduled ,Candidate 1012,Male,Noida,Noida,Noida,Noida,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
07.06.2016,Aon Hewitt,IT Products and Services,Gurgaon,Niche,Hadoop,Scheduled ,Candidate 1013,Male,Gurgaon,Gurgaon,Gurgaon,Gurgaon,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
07.06.2016,Aon Hewitt,IT Products and Services,Gurgaon,Niche,Hadoop,Scheduled ,Candidate 1014,Male,Gurgaon,Gurgaon,Gurgaon,Gurgaon,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
07.06.2016,Aon Hewitt,IT Products and Services,Noida,Niche,Hadoop,Scheduled ,Candidate 1015,Male,Noida,Noida,Noida,Noida,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
20.08.2016,Standard Chartered Bank,BFSI,Chennai,Routine,SCCM,Scheduled ,Candidate 1016,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
20.08.2016,Standard Chartered Bank,BFSI,Chennai,Routine,SCCM,Scheduled ,Candidate 1017,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single
20.08.2016,Standard Chartered Bank,BFSI,Chennai,Routine,SCCM,Scheduled ,Candidate 1018,Male,Chennai,Chennai,Chennai,Ambur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single
20.08.2016,Standard Chartered Bank,BFSI,Chennai,Routine,SCCM,Scheduled ,Candidate 1019,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
20.08.2016,Standard Chartered Bank,BFSI,Chennai,Routine,SCCM,Scheduled ,Candidate 1020,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single
20.08.2016,Standard Chartered Bank,BFSI,Chennai,Routine,SCCM,Scheduled ,Candidate 1021,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
20.08.2016,Standard Chartered Bank,BFSI,Chennai,Routine,SCCM,Scheduled ,Candidate 1022,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
20.08.2016,Standard Chartered Bank,BFSI,Chennai,Routine,SCCM,Scheduled ,Candidate 1023,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
20.08.2016,Standard Chartered Bank,BFSI,Chennai,Routine,SCCM,Scheduled ,Candidate 1024,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
20.08.2016,Standard Chartered Bank,BFSI,Chennai,Routine,SCCM,Scheduled ,Candidate 1025,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Married
20.08.2016,Standard Chartered Bank,BFSI,chennai,Routine,"SCCM-(Network, sharepoint,ms exchange)",Scheduled ,Candidate 1026,Male,chennai,Chennai,Chennai,Cuttack,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single
20.08.2016,Standard Chartered Bank,BFSI,chennai,Routine,SCCm- Desktop support,Scheduled ,Candidate 1027,Female,chennai,Chennai,Chennai,Cuttack,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
20.08.2016,Standard Chartered Bank,BFSI,chennai,Routine,Sccm- networking,Scheduled ,Candidate 1028,Male,chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
20.08.2016,Standard Chartered Bank,BFSI,chennai,Routine,SCCm- Desktop support,Scheduled ,Candidate 1029,Female,chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
20.08.2016,Standard Chartered Bank,BFSI,chennai,Routine,SCCm- Desktop support,Scheduled ,Candidate 1030,Female,chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
20.08.2016,Standard Chartered Bank,BFSI,chennai,Routine,SCCm- Desktop support,Scheduled ,Candidate 1031,Female,chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
20.08.2016,Standard Chartered Bank,BFSI,CHENNAI,Routine,sccm,Scheduled ,Candidate 1032,Male,CHENNAI,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single
20.08.2016,Standard Chartered Bank,BFSI,Chennai,Routine,SCCM – SQL,Scheduled ,Candidate 1033,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
20.08.2016,Standard Chartered Bank,BFSI,Chennai,Routine,SCCM – Sharepoint,Scheduled ,Candidate 1034,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single
20.08.2016,Standard Chartered Bank,BFSI,Chennai,Routine,SCCM,Scheduled ,Candidate 1035,Male,Chennai,Chennai,Chennai,Chennai,No,NA,NA,NA,NA,NA,No,No,No,Single
20.08.2016,Standard Chartered Bank,BFSI,Chennai,Routine,SCCM,Scheduled ,Candidate 1036,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single
20.08.2016,Standard Chartered Bank,BFSI,Chennai,Routine,SCCM,Scheduled ,Candidate 1037,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
20.08.2016,Standard Chartered Bank,BFSI,Chennai,Routine,SCCM,Scheduled ,Candidate 1038,Male,Chennai,Chennai,Chennai,Hyderabad,Not yet,Yes,yes,No,yes,yes,Yes,Uncertain,yes,Single
20.08.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Production Support - SCCM,Scheduled ,Candidate 1039,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
20.08.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Production Support - SCCM,Scheduled ,Candidate 1040,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
14.01.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,SAS,Scheduled ,Candidate 1041,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
14.01.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,SAS,Scheduled ,Candidate 1042,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
14.01.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,SAS,Scheduled ,Candidate 1043,Male,Bangalore,Bangalore,Bangalore,Hyderabad,No,NA,NA,NA,NA,NA,No,No,No,Single
14.01.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,SAS,Scheduled ,Candidate 1044,Male,Bangalore,Bangalore,Bangalore,Cuttack,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
14.01.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,SAS,Scheduled ,Candidate 1045,Male,Bangalore,Bangalore,Bangalore,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
14.01.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,SAS,Scheduled ,Candidate 1046,Male,Bangalore,Bangalore,Bangalore,Chennai,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Single
14.01.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,BaseSAS Program/ Reporting,Scheduled ,Candidate 1047,Male,Bangalore,Bangalore,Bangalore,Tirupati,Not yet,Yes,Yes,Yes,Yes,no,yes,11:00 AM,Yes,Married
14.01.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,SAS,Scheduled ,Candidate 1048,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
14.01.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,SAS,Scheduled ,Candidate 1049,Male,Bangalore,Bangalore,Bangalore,Allahabad,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Married
14.01.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,SAS,Scheduled ,Candidate 1050,Male,Bangalore,Bangalore,Bangalore,Hyderabad,NA,NA,NA,NA,NA,NA,NA,NA,No,Single
14.01.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,SAS,Scheduled ,Candidate 1051,Male,Bangalore,Bangalore,Bangalore,Salem,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Single
14.01.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,SAS,Scheduled ,Candidate 1052,Male,Bangalore,Bangalore,Bangalore,Kolkata,NA,NA,NA,NA,NA,NA,NA,NA,no,Single
14.01.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,SAS,Scheduled ,Candidate 1053,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
14.01.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,SAS,Scheduled ,Candidate 1054,Male,Bangalore,Bangalore,Bangalore,Cuttack,NA,NA,NA,NA,NA,NA,NA,Uncertain,yes,Single
14.01.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,SAS,Scheduled ,Candidate 1055,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
14.01.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,SAS,Scheduled ,Candidate 1056,Male,Bangalore,Bangalore,Bangalore,Bangalore,NA,NA,NA,NA,NA,NA,NA,Uncertain,No,Married
14.01.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,SAS,Scheduled ,Candidate 1057,Female,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10.30 Am,yes,Single
14.01.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,SAS,Scheduled ,Candidate 1058,Female,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
14.01.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,SAS,Scheduled ,Candidate 1059,Male,Bangalore,Bangalore,Bangalore,Noida,Yes,Yes,Yes,Yes,Yes,No,Not yet,Uncertain,No,Single
14.01.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,SAS,Scheduled ,Candidate 1060,Male,Bangalore,Bangalore,Bangalore,Noida,NA,NA,NA,NA,NA,NA,NA,Uncertain,yes,Single
14.01.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,SAS,Scheduled ,Candidate 1061,Male,Bangalore,Bangalore,Bangalore,Bangalore,NA,NA,NA,NA,NA,NA,NA,Uncertain,yes,Single
14.01.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,SAS,Scheduled ,Candidate 1062,Male,Bangalore,Bangalore,Bangalore,Cuttack,NA,NA,NA,NA,NA,NA,NA,Uncertain,No,Single
14.01.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,SAS,Scheduled ,Candidate 1063,Male,Bangalore,Bangalore,Bangalore,Hyderabad,No,NA,NA,NA,NA,NA,NA,No,No,Married
14.01.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,SAS,Scheduled ,Candidate 1064,Male,Bangalore,Bangalore,Bangalore,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
14.01.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,SAS,Scheduled ,Candidate 1065,Male,Bangalore,Bangalore,Bangalore,Visakapatinam,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
14.01.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,SAS,Scheduled ,Candidate 1066,Female,Bangalore,Bangalore,Bangalore,Bangalore,NA,NA,NA,NA,NA,NA,NA,Uncertain,Yes,Married
14.01.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,SAS,Scheduled ,Candidate 1067,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single
14.01.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,SAS,Scheduled ,Candidate 1068,Male,Bangalore,Bangalore,Bangalore,Pune,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single
